event_name,start_ns,end_ns,total_time_ns,start_event_id,end_event_id
xrt::run::start,6766377831,6766387820,9989,129,130
xrt::run::wait,6766389553,7014777399,248387846,131,453095
xrt::bo::map,6768068655,6768069015,360,132,133
xrt::bo::sync,6768078904,6768218158,139254,134,136
READ,6768078974,6768218158,139184,135,137
xrt::bo::map,6778562048,6778562228,180,841,848
xrt::bo::sync,6778572638,6778757147,184509,851,1051
READ,6778572718,6778757147,184429,852,1052
xrt::bo::map,6790219105,6790219286,181,22635,22640
xrt::bo::sync,6790229786,6790365182,135396,22645,22947
READ,6790229846,6790365182,135336,22646,22948
xrt::bo::map,6801646297,6801646448,151,30581,30582
xrt::bo::sync,6801652519,6801761045,108526,30583,30585
READ,6801652579,6801761045,108466,30584,30586
xrt::bo::map,6812813487,6812813668,181,49153,49174
xrt::bo::sync,6812820961,6812932152,111191,49175,49431
READ,6812821031,6812932152,111121,49176,49432
xrt::bo::map,6824145369,6824145549,180,72596,72615
xrt::bo::sync,6824153154,6824266969,113815,72616,72867
READ,6824153224,6824266969,113745,72617,72868
xrt::bo::map,6835463595,6835463815,220,96585,96597
xrt::bo::sync,6835474505,6835585946,111441,96607,96854
READ,6835474575,6835585946,111371,96608,96855
xrt::bo::map,6846886328,6846886559,231,120071,120080
xrt::bo::sync,6846895275,6847008500,113225,120081,120339
READ,6846895346,6847008500,113154,120082,120340
xrt::bo::map,6858252495,6858252705,210,138313,138326
xrt::bo::sync,6858263877,6858357384,93507,138332,138428
READ,6858263937,6858357384,93447,138333,138429
xrt::bo::map,6869643399,6869643629,230,160803,160808
xrt::bo::sync,6869653227,6869741334,88107,160813,161007
READ,6869653297,6869741334,88037,160814,161008
xrt::bo::map,6880979558,6880979789,231,184049,184060
xrt::bo::sync,6880988716,6881075340,86624,184065,184253
READ,6880988786,6881075340,86554,184066,184254
xrt::bo::map,6891904318,6891904549,231,206509,206514
xrt::bo::sync,6891914107,6891998657,84550,206515,206682
READ,6891914177,6891998657,84480,206516,206683
xrt::bo::map,6903246810,6903247031,221,229305,229306
xrt::bo::sync,6903254535,6903341209,86674,229307,229501
READ,6903254615,6903341209,86594,229308,229502
xrt::bo::map,6914600764,6914600944,180,252491,252503
xrt::bo::sync,6914611314,6914709159,97845,252510,252706
READ,6914611384,6914709159,97775,252511,252707
xrt::bo::map,6925913720,6925913900,180,275490,275510
xrt::bo::sync,6925921534,6926007698,86164,275515,275587
READ,6925921605,6926007698,86093,275516,275588
xrt::bo::map,6937266000,6937266220,220,298299,298304
xrt::bo::sync,6937273644,6937359437,85793,298306,298493
READ,6937273715,6937359437,85722,298307,298494
xrt::bo::map,6948204556,6948204777,221,320613,320629
xrt::bo::sync,6948215978,6948299496,83518,320631,320797
READ,6948216048,6948299496,83448,320632,320798
xrt::bo::map,6959477446,6959477667,221,343197,343209
xrt::bo::sync,6959486393,6959571735,85342,343213,343399
READ,6959486463,6959571735,85272,343214,343400
xrt::bo::map,6970861336,6970861557,221,366195,366200
xrt::bo::sync,6970871155,6970955845,84690,366205,366383
READ,6970871225,6970955845,84620,366206,366384
xrt::bo::map,6982211363,6982211543,180,388814,388835
xrt::bo::sync,6982218927,6982303697,84770,388837,389015
READ,6982218997,6982303697,84700,388838,389016
xrt::bo::map,6993682147,6993682338,191,411518,411532
xrt::bo::sync,6993689822,6993776145,86323,411533,411722
READ,6993689892,6993776145,86253,411534,411723
xrt::bo::map,7004636744,7004636994,250,432809,432810
xrt::bo::sync,7004644358,7004726895,82537,432811,432976
READ,7004644429,7004726895,82466,432812,432977
xrt::bo::size,7014793249,7014793439,190,453100,453101
xrt::bo::sync,7014801033,7014895212,94179,453104,453300
READ,7014801094,7014895212,94118,453105,453301
xrt::bo::size,7014912785,7014912976,191,453308,453323
xrt::bo::sync,7014923285,7014959714,36429,453326,453376
READ,7014923355,7014959714,36359,453327,453377
xrt::bo::size,7014965104,7014965215,111,453383,453389
xrt::bo::read,7014973119,7014983970,10851,453390,453411
xrt::bo::size,7014987557,7014987637,80,453414,453423
xrt::bo::read,7014994570,7014994801,231,453426,453431
xrt::bo::map,7015927207,7015927408,201,455272,455273
xrt::bo::sync,7015936846,7016010575,73729,455282,455437
READ,7015936916,7016010575,73659,455283,455438
xrt::bo::map,7037365789,7037365970,181,477130,477145
xrt::bo::sync,7037375257,7037412007,36750,477152,477227
READ,7037375327,7037412007,36680,477153,477228
